;Value;tweet;cleaning;tweet_tokens
436;Negatif;@pranixbp @khsnh_ ga perlu vaksin yg pntg punya apk peduli lindungi dah bisa masuk mall mgl;ga perlu vaksin yg pntg punya apk peduli lindungi dah bisa masuk mall mgl;['ga', 'perlu', 'vaksin', 'yg', 'pntg', 'punya', 'apk', 'peduli', 'lindungi', 'dah', 'bisa', 'masuk', 'mall', 'mgl']
437;Negatif;@pramuktiga @andhikamppp @tirta_cipeng @plindungi @kemenkesri @kawalcovid19 mujur sekali dapat serifikat tanpa vaksin, yg lain saja sampe mau bayar. balik lagi ya, karena perbedaan pemahaman dan ideologi.;cipeng mujur sekali dapat serifikat tanpa vaksin yg lain saja sampe mau bayar balik lagi ya karena perbedaan pemahaman dan ideologi;['cipeng', 'mujur', 'sekali', 'dapat', 'serifikat', 'tanpa', 'vaksin', 'yg', 'lain', 'saja', 'sampe', 'mau', 'bayar', 'balik', 'lagi', 'ya', 'karena', 'perbedaan', 'pemahaman', 'dan', 'ideologi']
438;Negatif;@polarbear2z @saturnerds_ lah emgnya pedulilindungi???;lah emgnya pedulilindungi;['lah', 'emgnya', 'pedulilindungi']
439;Negatif;@plindungi yg jd bingung klo sertifikat ga keluar2. sdh email dan pm ga di bls jg. klo disuruh tanya ke faskes jg akan sulit krn klo dilaksanakan bukan di rs. krn vaksinasi bs dilaks di perumahan sekolah lapangan. knp kartu vaksin manual ga jd rujukan utk;yg jd bingung klo sertifikat ga keluar sdh email dan pm ga di bls jg klo disuruh tanya ke faskes jg akan sulit krn klo dilaksanakan bukan di rs krn vaksinasi bs dilaks di perumahan sekolah lapangan knp kartu vaksin manual ga jd rujukan utk;['yg', 'jd', 'bingung', 'klo', 'sertifikat', 'ga', 'keluar', 'sdh', 'email', 'dan', 'pm', 'ga', 'di', 'bls', 'jg', 'klo', 'disuruh', 'tanya', 'ke', 'faskes', 'jg', 'akan', 'sulit', 'krn', 'klo', 'dilaksanakan', 'bukan', 'di', 'rs', 'krn', 'vaksinasi', 'bs', 'dilaks', 'di', 'perumahan', 'sekolah', 'lapangan', 'knp', 'kartu', 'vaksin', 'manual', 'ga', 'jd', 'rujukan', 'utk']
440;Negatif;@plindungi woyyy min kok sertifikat vaksin gw belum ada sihhhh;woyyy min kok sertifikat vaksin gw belum ada sihhhh;['woyyy', 'min', 'kok', 'sertifikat', 'vaksin', 'gw', 'belum', 'ada', 'sihhhh']
441;Negatif;@plindungi vaksin kedua aja  udah 2bulan masa belum di input apa lupa ngga di input ya;vaksin kedua aja udah bulan masa belum di input apa lupa ngga di input ya;['vaksin', 'kedua', 'aja', 'udah', 'bulan', 'masa', 'belum', 'di', 'input', 'apa', 'lupa', 'ngga', 'di', 'input', 'ya']
442;Negatif;@plindungi uy udah vaksin kedua 2 bulan lalu masih belom muncul nih sertifikat vaksin nye..;uy udah vaksin kedua bulan lalu masih belom muncul nih sertifikat vaksin nye;['uy', 'udah', 'vaksin', 'kedua', 'bulan', 'lalu', 'masih', 'belom', 'muncul', 'nih', 'sertifikat', 'vaksin', 'nye']
443;Negatif;@plindungi untuk jenis vaksin coronavac kenapa tidak ada ya? terus bagaimana klaim sertifikatnya kalau tidak ada?;untuk jenis vaksin coronavac kenapa tidak ada ya terus bagaimana klaim sertifikatnya kalau tidak ada;['untuk', 'jenis', 'vaksin', 'coronavac', 'kenapa', 'tidak', 'ada', 'ya', 'terus', 'bagaimana', 'klaim', 'sertifikatnya', 'kalau', 'tidak', 'ada']
444;Negatif;@plindungi udah vaksin 2?? tp sertifikatnya ga muncul gimana?;udah vaksin tp sertifikatnya ga muncul gimana;['udah', 'vaksin', 'tp', 'sertifikatnya', 'ga', 'muncul', 'gimana']
445;Negatif;@plindungi udah minta update gagal terus terus, lokasi salah mulu, scan kadang suka gagal. susahin doang najis  https://t.co/j7omkf8mmb;udah minta update gagal terus terus lokasi salah mulu scan kadang suka gagal susahin doang najis;['udah', 'minta', 'update', 'gagal', 'terus', 'terus', 'lokasi', 'salah', 'mulu', 'scan', 'kadang', 'suka', 'gagal', 'susahin', 'doang', 'najis']
446;Negatif;@plindungi uda divaksin tp no nik saya tdk sesuai dgn nik sy yg asli , uda kirim email hanya hanya suruh bersabar dan menunggu dan menunggu sampai 2 bulan tp blm ada alsinya;uda divaksin tp no nik saya tdk sesuai dgn nik sy yg asli uda kirim email hanya hanya suruh bersabar dan menunggu dan menunggu sampai bulan tp blm ada alsinya;['uda', 'divaksin', 'tp', 'no', 'nik', 'saya', 'tdk', 'sesuai', 'dgn', 'nik', 'sy', 'yg', 'asli', 'uda', 'kirim', 'email', 'hanya', 'hanya', 'suruh', 'bersabar', 'dan', 'menunggu', 'dan', 'menunggu', 'sampai', 'bulan', 'tp', 'blm', 'ada', 'alsinya']
447;Negatif;@plindungi tolong perbaiki nik sy yg salah dalam kartu vaksin sy , uda kirim email  4 5 x nunggu sampai 2 bulan tp tak berubah berubah perbaikan nik sy;tolong perbaiki nik sy yg salah dalam kartu vaksin sy uda kirim email  nunggu sampai bulan tp tak berubah berubah perbaikan nik sy;['tolong', 'perbaiki', 'nik', 'sy', 'yg', 'salah', 'dalam', 'kartu', 'vaksin', 'sy', 'uda', 'kirim', 'email', 'nunggu', 'sampai', 'bulan', 'tp', 'tak', 'berubah', 'berubah', 'perbaikan', 'nik', 'sy']
448;Negatif;@plindungi tolong min udah vaksin 2x tapi sertifikat yang keluar sertifikat pertama semua dengan nama yang sama tapi nik berbeda;tolong min udah vaksin  tapi sertifikat yang keluar sertifikat pertama semua dengan nama yang sama tapi nik berbeda;['tolong', 'min', 'udah', 'vaksin', 'tapi', 'sertifikat', 'yang', 'keluar', 'sertifikat', 'pertama', 'semua', 'dengan', 'nama', 'yang', 'sama', 'tapi', 'nik', 'berbeda']
449;Negatif;@plindungi tolong ini gimana cara checkout nya? udah seminggu gabisa masuk kemana mana ????  https://t.co/ixzfb7igje;tolong ini gimana cara checkout nya udah seminggu gabisa masuk kemana mana;['tolong', 'ini', 'gimana', 'cara', 'checkout', 'nya', 'udah', 'seminggu', 'gabisa', 'masuk', 'kemana', 'mana']
450;Negatif;@plindungi tolong dong tgl lahir saya yg salah di sertifikat segera dibenerin. udah kirim email langsung dibales udah dibenerin suruh cek sewaktu2,udah seminggu lebih ga berubah2. itu gimana maksudnyaa???;tolong dong tgl lahir saya yg salah di sertifikat segera dibenerin udah kirim email langsung dibales udah dibenerin suruh cek sewaktuudah seminggu lebih ga berubah itu gimana maksudnyaa;['tolong', 'dong', 'tgl', 'lahir', 'saya', 'yg', 'salah', 'di', 'sertifikat', 'segera', 'dibenerin', 'udah', 'kirim', 'email', 'langsung', 'dibales', 'udah', 'dibenerin', 'suruh', 'cek', 'sewaktuudah', 'seminggu', 'lebih', 'ga', 'berubah', 'itu', 'gimana', 'maksudnyaa']
451;Negatif;@plindungi tolong dong min,saya udah negatif dari tanggal 7 oktober dan sudah ada bukti pcr kenapa sampai sekarang status masih hitam. mobilitas saya jadi terganggu ini. telpon 119 ga pernah nyambung lagi;tolong dong minsaya udah negatif dari tanggal oktober dan sudah ada bukti pcr kenapa sampai sekarang status masih hitam mobilitas saya jadi terganggu ini telpon ga pernah nyambung lagi;['tolong', 'dong', 'minsaya', 'udah', 'negatif', 'dari', 'tanggal', 'oktober', 'dan', 'sudah', 'ada', 'bukti', 'pcr', 'kenapa', 'sampai', 'sekarang', 'status', 'masih', 'hitam', 'mobilitas', 'saya', 'jadi', 'terganggu', 'ini', 'telpon', 'ga', 'pernah', 'nyambung', 'lagi']
452;Negatif;@plindungi tolong dibantu min. sdh vaksin 2 kali tapi di aplikasi ngak muncul sertifikat vaksinnya.  https://t.co/5csky2s2nk;tolong dibantu min sdh vaksin kali tapi di aplikasi ngak muncul sertifikat vaksinnya;['tolong', 'dibantu', 'min', 'sdh', 'vaksin', 'kali', 'tapi', 'di', 'aplikasi', 'ngak', 'muncul', 'sertifikat', 'vaksinnya']
453;Negatif;@plindungi tolong di response dong!!! payah bngt sih ini;tolong di response dong payah bngt sih ini;['tolong', 'di', 'response', 'dong', 'payah', 'bngt', 'sih', 'ini']
454;Negatif;@plindungi tolong cek dm yah, saya ada keluhan mengenai status vaksinasi sudah dm dari pagi tidak ada respon. thx;tolong cek dm yah saya ada keluhan mengenai status vaksinasi sudah dm dari pagi tidak ada respon thx;['tolong', 'cek', 'dm', 'yah', 'saya', 'ada', 'keluhan', 'mengenai', 'status', 'vaksinasi', 'sudah', 'dm', 'dari', 'pagi', 'tidak', 'ada', 'respon', 'thx']
455;Negatif;@plindungi tlg dibantu di aplikasi tdk keluar sertifikat vaksinnya.;tlg dibantu di aplikasi tdk keluar sertifikat vaksinnya;['tlg', 'dibantu', 'di', 'aplikasi', 'tdk', 'keluar', 'sertifikat', 'vaksinnya']
456;Negatif;@plindungi tetap gak kluar sertifikatnya, padahal klo cek nik sudah vsin ii  https://t.co/sa76hd1e8d;tetap gak kluar sertifikatnya padahal klo cek nik sudah vsin ii;['tetap', 'gak', 'kluar', 'sertifikatnya', 'padahal', 'klo', 'cek', 'nik', 'sudah', 'vsin', 'ii']
457;Negatif;@plindungi terimakasih loh ini sangat membantu, soalnya download aplikasi di playstore sertifikat blm tersedia????;terimakasih loh ini sangat membantu soalnya download aplikasi di playstore sertifikat blm tersedia;['terimakasih', 'loh', 'ini', 'sangat', 'membantu', 'soalnya', 'download', 'aplikasi', 'di', 'playstore', 'sertifikat', 'blm', 'tersedia']
458;Negatif;@plindungi tapi kok yang punya mama saya belum muncul yah, apa karena kendala apk atau mungkin salah memasukkan data nik atau yang lain mohon responnya yang saya sudah coba telpon 119 kok malah dimatikan?????ª;tapi kok yang punya mama saya belum muncul yah apa karena kendala apk atau mungkin salah memasukkan data nik atau yang lain mohon responnya yang saya sudah coba telpon kok malah dimatikan;['tapi', 'kok', 'yang', 'punya', 'mama', 'saya', 'belum', 'muncul', 'yah', 'apa', 'karena', 'kendala', 'apk', 'atau', 'mungkin', 'salah', 'memasukkan', 'data', 'nik', 'atau', 'yang', 'lain', 'mohon', 'responnya', 'yang', 'saya', 'sudah', 'coba', 'telpon', 'kok', 'malah', 'dimatikan']
459;Negatif;@plindungi tanggal dan tahun lahir disertifikat vaksin saya salah, gimana ya min?  sudah nlp call center gaada respon;tanggal dan tahun lahir disertifikat vaksin saya salah gimana ya min sudah nlp call center gaada respon;['tanggal', 'dan', 'tahun', 'lahir', 'disertifikat', 'vaksin', 'saya', 'salah', 'gimana', 'ya', 'min', 'sudah', 'nlp', 'call', 'center', 'gaada', 'respon']
460;Negatif;@plindungi sy sudah vaksin dosis 1 tanggal 28 agustus 2021, hari ini mau vaksin dosis 2 tp beda tempat dg yg pertama, karna waktu jadwal kedua sedang sakit, dan ditolak dong, dengan alasan beda tempat, user-nya beda, jadi nik dll tidak keluar. dikhawatirk;sy sudah vaksin dosis tanggal agustus hari ini mau vaksin dosis tp beda tempat dg yg pertama karna waktu jadwal kedua sedang sakit dan ditolak dong dengan alasan beda tempat usernya beda jadi nik dll tidak keluar dikhawatirk;['sy', 'sudah', 'vaksin', 'dosis', 'tanggal', 'agustus', 'hari', 'ini', 'mau', 'vaksin', 'dosis', 'tp', 'beda', 'tempat', 'dg', 'yg', 'pertama', 'karna', 'waktu', 'jadwal', 'kedua', 'sedang', 'sakit', 'dan', 'ditolak', 'dong', 'dengan', 'alasan', 'beda', 'tempat', 'usernya', 'beda', 'jadi', 'nik', 'dll', 'tidak', 'keluar', 'dikhawatirk']
461;Negatif;@plindungi sy sdh pcr, 20 okt jam 19:00 wita di bali, tp hasil pcr  smp 22 okt, 06:20 wita blm keluar di pedulilindungi.  sy sdh cek manual via website pedulilindungi dan blm ada jg. apa yg hrs sy lakukan.  saya terbang ke jkt sore ini (22 okt) jam 17:00 ;sy sdh pcr okt jam wita di bali tp hasil pcr smp okt wita blm keluar di pedulilindungi sy sdh cek manual via website pedulilindungi dan blm ada jg apa yg hrs sy lakukan saya terbang ke jkt sore ini okt jam;['sy', 'sdh', 'pcr', 'okt', 'jam', 'wita', 'di', 'bali', 'tp', 'hasil', 'pcr', 'smp', 'okt', 'wita', 'blm', 'keluar', 'di', 'pedulilindungi', 'sy', 'sdh', 'cek', 'manual', 'via', 'website', 'pedulilindungi', 'dan', 'blm', 'ada', 'jg', 'apa', 'yg', 'hrs', 'sy', 'lakukan', 'saya', 'terbang', 'ke', 'jkt', 'sore', 'ini', 'okt', 'jam']
462;Negatif;@plindungi sy dah kirim email 3x karena sudah vaksin 2x tapi sertifikat yg ada di apps hanya ada 1. email pun tidak/belum ditanggapi. tolong kesediaannya untuk memperbaikinya, min ???;sy dah kirim email  karena sudah vaksin  tapi sertifikat yg ada di apps hanya ada email pun tidakbelum ditanggapi tolong kesediaannya untuk memperbaikinya min;['sy', 'dah', 'kirim', 'email', 'karena', 'sudah', 'vaksin', 'tapi', 'sertifikat', 'yg', 'ada', 'di', 'apps', 'hanya', 'ada', 'email', 'pun', 'tidakbelum', 'ditanggapi', 'tolong', 'kesediaannya', 'untuk', 'memperbaikinya', 'min']
463;Negatif;@plindungi sy coba login dg email dah bbrp kali tp hny 1x yg msk otp nya itu pun tyta failed, cb dg no hape jg, tyta otp nya failed lg, pas t'akhir cb lg eh koq ga bs login ket.nya 5x gagal bisa lg 3 jam kemudian, trus sy mo plng bgmn krn hrs scan qr di h;sy coba login dg email dah bbrp kali tp hny  yg msk otp nya itu pun tyta failed cb dg no hape jg tyta otp nya failed lg pas takhir cb lg eh koq ga bs login ketnya  gagal bisa lg jam kemudian trus sy mo plng bgmn krn hrs scan qr di ;['sy', 'coba', 'login', 'dg', 'email', 'dah', 'bbrp', 'kali', 'tp', 'hny', 'yg', 'msk', 'otp', 'nya', 'itu', 'pun', 'tyta', 'failed', 'cb', 'dg', 'no', 'hape', 'jg', 'tyta', 'otp', 'nya', 'failed', 'lg', 'pas', 'takhir', 'cb', 'lg', 'eh', 'koq', 'ga', 'bs', 'login', 'ketnya', 'gagal', 'bisa', 'lg', 'jam', 'kemudian', 'trus', 'sy', 'mo', 'plng', 'bgmn', 'krn', 'hrs', 'scan', 'qr', 'di']
464;Negatif;@plindungi susah amat sih cuma mau ngambil hak saya juga srtifikat masih belum muncul sedangkan vaksin sudah yang ke 2;susah amat sih cuma mau ngambil hak saya juga srtifikat masih belum muncul sedangkan vaksin sudah yang ke;['susah', 'amat', 'sih', 'cuma', 'mau', 'ngambil', 'hak', 'saya', 'juga', 'srtifikat', 'masih', 'belum', 'muncul', 'sedangkan', 'vaksin', 'sudah', 'yang', 'ke']
465;Negatif;@plindungi sudah yakin berkali2 kalau nama dan nik saya betul dan cocok dengan ktp, tapi kenapa selalu ada peringatan seperti itu? sampai sekarang  https://t.co/ysfq60vatu;sudah yakin berkali kalau nama dan nik saya betul dan cocok dengan ktp tapi kenapa selalu ada peringatan seperti itu sampai sekarang;['sudah', 'yakin', 'berkali', 'kalau', 'nama', 'dan', 'nik', 'saya', 'betul', 'dan', 'cocok', 'dengan', 'ktp', 'tapi', 'kenapa', 'selalu', 'ada', 'peringatan', 'seperti', 'itu', 'sampai', 'sekarang']
466;Negatif;@plindungi sudah vaksinasi tapi sertifikat belum muncul;sudah vaksinasi tapi sertifikat belum muncul;['sudah', 'vaksinasi', 'tapi', 'sertifikat', 'belum', 'muncul']
467;Negatif;@plindungi sudah vaksin, sertifikat belom dapat, checkin masih merah, telp cs ga pernah bisa, sampah!!;sudah vaksin sertifikat belom dapat checkin masih merah telp cs ga pernah bisa sampah;['sudah', 'vaksin', 'sertifikat', 'belom', 'dapat', 'checkin', 'masih', 'merah', 'telp', 'cs', 'ga', 'pernah', 'bisa', 'sampah']
468;Negatif;@plindungi sudah vaksin ke2 tp sertifikat belum keluar gimana min?;sudah vaksin ke tp sertifikat belum keluar gimana min;['sudah', 'vaksin', 'ke', 'tp', 'sertifikat', 'belum', 'keluar', 'gimana', 'min']
469;Negatif;@plindungi sudah vaksin dosis 2...status masih kuning...gimana solusinya..;sudah vaksin dosis status masih kuninggimana solusinya;['sudah', 'vaksin', 'dosis', 'status', 'masih', 'kuninggimana', 'solusinya']
470;Negatif;@plindungi sudah vaksin dosis 2, nik digunakan orang lain, akibatnya nik saya tidak bisa di entry petugas. sudah kirim email laporan juga, disertakan ktp asli, photo selfie + ktp, kartu vaksin manual. tapi belum ada penyelesaian.;sudah vaksin dosis nik digunakan orang lain akibatnya nik saya tidak bisa di entry petugas sudah kirim email laporan juga disertakan ktp asli photo selfie ktp kartu vaksin manual tapi belum ada penyelesaian;['sudah', 'vaksin', 'dosis', 'nik', 'digunakan', 'orang', 'lain', 'akibatnya', 'nik', 'saya', 'tidak', 'bisa', 'di', 'entry', 'petugas', 'sudah', 'kirim', 'email', 'laporan', 'juga', 'disertakan', 'ktp', 'asli', 'photo', 'selfie', 'ktp', 'kartu', 'vaksin', 'manual', 'tapi', 'belum', 'ada', 'penyelesaian']
471;Negatif;@plindungi sudah vaksin dosis 1 tapi status di apps peli masih merah ya?;sudah vaksin dosis tapi status di apps peli masih merah ya;['sudah', 'vaksin', 'dosis', 'tapi', 'status', 'di', 'apps', 'peli', 'masih', 'merah', 'ya']
472;Negatif;@plindungi sudah vaksin 1,tapi belum dosis 2;sudah vaksin tapi belum dosis;['sudah', 'vaksin', 'tapi', 'belum', 'dosis']
473;Negatif;@plindungi sudah di vaksin ke satu dan ke dua tpi strifikat tidak muncul2?  https://t.co/w1xg9cp0o0;sudah di vaksin ke satu dan ke dua tpi strifikat tidak muncul;['sudah', 'di', 'vaksin', 'ke', 'satu', 'dan', 'ke', 'dua', 'tpi', 'strifikat', 'tidak', 'muncul']
474;Negatif;@plindungi sudah coba diclaim malah tanggal vaksin sy salah katanyaa..hmm;sudah coba diclaim malah tanggal vaksin sy salah katanyaahmm;['sudah', 'coba', 'diclaim', 'malah', 'tanggal', 'vaksin', 'sy', 'salah', 'katanyaahmm']
475;Negatif;@plindungi sudah 2 bulan nih nungguin, masih gaada juga sertifikat vaksin saya baik yang pertama maupun kedua. ke tempat umum jd susah sendiri. trus saya harus gimana ini min?;sudah bulan nih nungguin masih gaada juga sertifikat vaksin saya baik yang pertama maupun kedua ke tempat umum jd susah sendiri trus saya harus gimana ini min;['sudah', 'bulan', 'nih', 'nungguin', 'masih', 'gaada', 'juga', 'sertifikat', 'vaksin', 'saya', 'baik', 'yang', 'pertama', 'maupun', 'kedua', 'ke', 'tempat', 'umum', 'jd', 'susah', 'sendiri', 'trus', 'saya', 'harus', 'gimana', 'ini', 'min']
476;Negatif;@plindungi suami saya sudah di vaksin ke 2, namun belum menerima sertifikat vaksin ke 2, san aaya sudah coba klaim di halaman claim sertifikat namun saat, mengisi tanggal tidak sesuai padah sudah benar jadi bagaimana ya;suami saya sudah di vaksin ke namun belum menerima sertifikat vaksin ke san aaya sudah coba klaim di halaman claim sertifikat namun saat mengisi tanggal tidak sesuai padah sudah benar jadi bagaimana ya;['suami', 'saya', 'sudah', 'di', 'vaksin', 'ke', 'namun', 'belum', 'menerima', 'sertifikat', 'vaksin', 'ke', 'san', 'aaya', 'sudah', 'coba', 'klaim', 'di', 'halaman', 'claim', 'sertifikat', 'namun', 'saat', 'mengisi', 'tanggal', 'tidak', 'sesuai', 'padah', 'sudah', 'benar', 'jadi', 'bagaimana', 'ya']
477;Negatif;@plindungi status hitam itu terus saya dapatkan hingga 17 oktober. hal seperti ini membuat kerugian, karena saya tidak bisa melakukan kunjungan ke pusat keramaian yg mengharuskan checkin by apps @plindungi;status hitam itu terus saya dapatkan hingga oktober hal seperti ini membuat kerugian karena saya tidak bisa melakukan kunjungan ke pusat keramaian yg mengharuskan checkin by apps;['status', 'hitam', 'itu', 'terus', 'saya', 'dapatkan', 'hingga', 'oktober', 'hal', 'seperti', 'ini', 'membuat', 'kerugian', 'karena', 'saya', 'tidak', 'bisa', 'melakukan', 'kunjungan', 'ke', 'pusat', 'keramaian', 'yg', 'mengharuskan', 'checkin', 'by', 'apps']
478;Negatif;@plindungi sore pak saya mau nanya saya mau vaksin ke-1 karena bln 7 saya baru sembuh dr covid. tapi begitu saya mau vaksib ke-1 no nik saya dipakai orang. padahal saya belom menerima vaksin sama sekali. tolong dibantu solusinya supaya saya bisa menerima ;sore pak saya mau nanya saya mau vaksin ke karena bln saya baru sembuh dr covid tapi begitu saya mau vaksib ke no nik saya dipakai orang padahal saya belom menerima vaksin sama sekali tolong dibantu solusinya supaya saya bisa menerima;['sore', 'pak', 'saya', 'mau', 'nanya', 'saya', 'mau', 'vaksin', 'ke', 'karena', 'bln', 'saya', 'baru', 'sembuh', 'dr', 'covid', 'tapi', 'begitu', 'saya', 'mau', 'vaksib', 'ke', 'no', 'nik', 'saya', 'dipakai', 'orang', 'padahal', 'saya', 'belom', 'menerima', 'vaksin', 'sama', 'sekali', 'tolong', 'dibantu', 'solusinya', 'supaya', 'saya', 'bisa', 'menerima']
479;Negatif;@plindungi sore pak mohon bantuannya saya mau vaksin ke-1 tapi tidak bisa karena no nik saya sudah dipake orang buat vaksin. mohon informasi dan bantuannya pak. terima kasih;sore pak mohon bantuannya saya mau vaksin ke tapi tidak bisa karena no nik saya sudah dipake orang buat vaksin mohon informasi dan bantuannya pak terima kasih;['sore', 'pak', 'mohon', 'bantuannya', 'saya', 'mau', 'vaksin', 'ke', 'tapi', 'tidak', 'bisa', 'karena', 'no', 'nik', 'saya', 'sudah', 'dipake', 'orang', 'buat', 'vaksin', 'mohon', 'informasi', 'dan', 'bantuannya', 'pak', 'terima', 'kasih']
480;Negatif;@plindungi smpai kpan min @plindungi, saya hrs menunggu utk perubahan data saya? lokasi vaksin, nama vaksin &amp;smpai kpan min saya hrs menunggu utk perubahan data saya lokasi vaksin nama vaksin amp;['smpai', 'kpan', 'min', 'saya', 'hrs', 'menunggu', 'utk', 'perubahan', 'data', 'saya', 'lokasi', 'vaksin', 'nama', 'vaksin', 'amp']
481;Negatif;@plindungi slmt mlm kak.  mau tanya inikan bpk sy baru slsi vaksin sktar 1minggu yg lalu. ud download aplikasi peduli lindungi bt dowbload sertifikat vaksin. tp wkt mau daftar no nya gbisa didaftarin. uda coba pakai no lain dan bs login. tapi pas mw downl;slmt mlm kak mau tanya inikan bpk sy baru slsi vaksin sktar minggu yg lalu ud download aplikasi peduli lindungi bt dowbload sertifikat vaksin tp wkt mau daftar no nya gbisa didaftarin uda coba pakai no lain dan bs login tapi pas mw downl;['slmt', 'mlm', 'kak', 'mau', 'tanya', 'inikan', 'bpk', 'sy', 'baru', 'slsi', 'vaksin', 'sktar', 'minggu', 'yg', 'lalu', 'ud', 'download', 'aplikasi', 'peduli', 'lindungi', 'bt', 'dowbload', 'sertifikat', 'vaksin', 'tp', 'wkt', 'mau', 'daftar', 'no', 'nya', 'gbisa', 'didaftarin', 'uda', 'coba', 'pakai', 'no', 'lain', 'dan', 'bs', 'login', 'tapi', 'pas', 'mw', 'downl']
482;Negatif;@plindungi siang, saya sudah vaksin diluar di saudi arabia, di indonesia udah vaksin apa bisa di ubah ke vaksin kedua ? trima kasih;siang saya sudah vaksin diluar di saudi arabia di indonesia udah vaksin apa bisa di ubah ke vaksin kedua trima kasih;['siang', 'saya', 'sudah', 'vaksin', 'diluar', 'di', 'saudi', 'arabia', 'di', 'indonesia', 'udah', 'vaksin', 'apa', 'bisa', 'di', 'ubah', 'ke', 'vaksin', 'kedua', 'trima', 'kasih']
483;Negatif;@plindungi siang, ponakan saya sudah vaksin bulan juli tapi belum dapet sertifikst nya hingga skrg. bgm ya?;siang ponakan saya sudah vaksin bulan juli tapi belum dapet sertifikst nya hingga skrg bgm ya;['siang', 'ponakan', 'saya', 'sudah', 'vaksin', 'bulan', 'juli', 'tapi', 'belum', 'dapet', 'sertifikst', 'nya', 'hingga', 'skrg', 'bgm', 'ya']
484;Negatif;@plindungi siang, min. saya sudah vaksin 2 kali, namun di aplikasi pedulindungi statusnya msh blm vaksin. sy sudah coba email, telp ke call center, dm tp gk ada tanggapan apa2. trs sy hrs gmn? pdhal kemana2 ktnya hrs nunjukin aplikasi itu.;siang min saya sudah vaksin kali namun di aplikasi pedulindungi statusnya msh blm vaksin sy sudah coba email telp ke call center dm tp gk ada tanggapan apa trs sy hrs gmn pdhal kemana ktnya hrs nunjukin aplikasi itu;['siang', 'min', 'saya', 'sudah', 'vaksin', 'kali', 'namun', 'di', 'aplikasi', 'pedulindungi', 'statusnya', 'msh', 'blm', 'vaksin', 'sy', 'sudah', 'coba', 'email', 'telp', 'ke', 'call', 'center', 'dm', 'tp', 'gk', 'ada', 'tanggapan', 'apa', 'trs', 'sy', 'hrs', 'gmn', 'pdhal', 'kemana', 'ktnya', 'hrs', 'nunjukin', 'aplikasi', 'itu']
485;Negatif;@plindungi siang ka, mau konfirmasi nih aku udh vaksin dosis pertama tgl 6 sept 2021 dan baru sadar sekarang pas cek di app peduli lindung sertifikat ny belum keluar. udah kirim via email utk pengajuan kendala sertifikat. tolong di proses yaa ka, karna in;siang ka mau konfirmasi nih aku udh vaksin dosis pertama tgl sept dan baru sadar sekarang pas cek di app peduli lindung sertifikat ny belum keluar udah kirim via email utk pengajuan kendala sertifikat tolong di proses yaa ka karna in;['siang', 'ka', 'mau', 'konfirmasi', 'nih', 'aku', 'udh', 'vaksin', 'dosis', 'pertama', 'tgl', 'sept', 'dan', 'baru', 'sadar', 'sekarang', 'pas', 'cek', 'di', 'app', 'peduli', 'lindung', 'sertifikat', 'ny', 'belum', 'keluar', 'udah', 'kirim', 'via', 'email', 'utk', 'pengajuan', 'kendala', 'sertifikat', 'tolong', 'di', 'proses', 'yaa', 'ka', 'karna', 'in']
486;Negatif;@plindungi siang ka, ka saya sudah vaksinasi tapi sertifikat blm keluar gmna ya. padahal ketika di cek menggunakan nik sudah melakukan vaksinasi;siang ka ka saya sudah vaksinasi tapi sertifikat blm keluar gmna ya padahal ketika di cek menggunakan nik sudah melakukan vaksinasi;['siang', 'ka', 'ka', 'saya', 'sudah', 'vaksinasi', 'tapi', 'sertifikat', 'blm', 'keluar', 'gmna', 'ya', 'padahal', 'ketika', 'di', 'cek', 'menggunakan', 'nik', 'sudah', 'melakukan', 'vaksinasi']
487;Negatif;@plindungi siang admin bisakah saya mengubah nama di sertifikat vaksin pada peduli lindungi sesuai dengan mana di dokumen paspor?;siang admin bisakah saya mengubah nama di sertifikat vaksin pada peduli lindungi sesuai dengan mana di dokumen paspor;['siang', 'admin', 'bisakah', 'saya', 'mengubah', 'nama', 'di', 'sertifikat', 'vaksin', 'pada', 'peduli', 'lindungi', 'sesuai', 'dengan', 'mana', 'di', 'dokumen', 'paspor']
488;Negatif;@plindungi sertifikat vaksin yang ke 2 belum muncul atas nama  yanti puspita sari no. hp. 085775850753;sertifikat vaksin yang ke belum muncul atas nama yanti puspita sari no hp;['sertifikat', 'vaksin', 'yang', 'ke', 'belum', 'muncul', 'atas', 'nama', 'yanti', 'puspita', 'sari', 'no', 'hp']
489;Negatif;@plindungi sertifikat vaksin ke-2 saya gak ada,udah saya coba cek lewat web, dan lewat aplikas peduli lindungi juga tetap gak ada. malahan sertifikat vaksin orang lain yang dikirim ke saya. ini bagaimana ya?;sertifikat vaksin ke saya gak adaudah saya coba cek lewat web dan lewat aplikas peduli lindungi juga tetap gak ada malahan sertifikat vaksin orang lain yang dikirim ke saya ini bagaimana ya;['sertifikat', 'vaksin', 'ke', 'saya', 'gak', 'adaudah', 'saya', 'coba', 'cek', 'lewat', 'web', 'dan', 'lewat', 'aplikas', 'peduli', 'lindungi', 'juga', 'tetap', 'gak', 'ada', 'malahan', 'sertifikat', 'vaksin', 'orang', 'lain', 'yang', 'dikirim', 'ke', 'saya', 'ini', 'bagaimana', 'ya']
