;Value;tweet;cleaning;tweet_tokens;tweet_stopwords
1049;Negatif;@callmenduts @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Lah masa iya nomer KTP sama bang jadi makin aneh kalo kaya gitu;cipeng lah masa iya nomer ktp sama bang jadi makin aneh kalo kaya gitu;['cipeng', 'lah', 'masa', 'iya', 'nomer', 'ktp', 'sama', 'bang', 'jadi', 'makin', 'aneh', 'kalo', 'kaya', 'gitu'];['cipeng', 'nomer', 'ktp', 'bang', 'aneh', 'kaya']
1050;Negatif;@c4ndies @MShelleyneK @PLindungi kak udh bisa blm ya?? soalnya di app ku juga gamuncul, vaksinnya udh dr 2 bulan yg lalu, udh nyoba ke web juga masih ttp gaada tulisannya anda tidak memiliki sertifikat vaksin;kak udh bisa blm ya soalnya di app ku juga gamuncul vaksinnya udh dr bulan yg lalu udh nyoba ke web juga masih ttp gaada tulisannya anda tidak memiliki sertifikat vaksin;['kak', 'udh', 'bisa', 'blm', 'ya', 'soalnya', 'di', 'app', 'ku', 'juga', 'gamuncul', 'vaksinnya', 'udh', 'dr', 'bulan', 'yg', 'lalu', 'udh', 'nyoba', 'ke', 'web', 'juga', 'masih', 'ttp', 'gaada', 'tulisannya', 'anda', 'tidak', 'memiliki', 'sertifikat', 'vaksin'];['udh', 'app', 'ku', 'gamuncul', 'vaksinnya', 'udh', 'udh', 'nyoba', 'web', 'ttp', 'gaada', 'tulisannya', 'memiliki', 'sertifikat', 'vaksin']
1051;Negatif;@C_Maulanaa @PLindungi Mana? Ga ada. Sama aja lu sama ni app. Ga jelas! ????;maulanaa mana ga ada sama aja lu sama ni app ga jelas;['maulanaa', 'mana', 'ga', 'ada', 'sama', 'aja', 'lu', 'sama', 'ni', 'app', 'ga', 'jelas'];['maulanaa', 'app']
1052;Negatif;@Bramantoro minggu lalu temen ku tunjukin pedulilindungi dan masih diminta antigen dari maskapai nya sih. 35rb kalo ga salah.;minggu lalu temen ku tunjukin pedulilindungi dan masih diminta antigen dari maskapai nya sih rb kalo ga salah;['minggu', 'lalu', 'temen', 'ku', 'tunjukin', 'pedulilindungi', 'dan', 'masih', 'diminta', 'antigen', 'dari', 'maskapai', 'nya', 'sih', 'rb', 'kalo', 'ga', 'salah'];['minggu', 'temen', 'ku', 'tunjukin', 'pedulilindungi', 'antigen', 'maskapai', 'salah']
1053;Negatif;"@br0kenpisces @yalbabylux @PLindungi salahnya banyak? jadi flight ga kak? dimasalahin?  krn ak dpt hal yg sama kek km :""";salahnya banyak jadi flight ga kak dimasalahin krn ak dpt hal yg sama kek km;['salahnya', 'banyak', 'jadi', 'flight', 'ga', 'kak', 'dimasalahin', 'krn', 'ak', 'dpt', 'hal', 'yg', 'sama', 'kek', 'km'];['salahnya', 'flight', 'dimasalahin', 'ak']
1054;Negatif;@bonooyaa kasusnya sama kaya org tua aku. tolong dijawab dong @PLindungi;kasusnya sama kaya org tua aku tolong dijawab dong;['kasusnya', 'sama', 'kaya', 'org', 'tua', 'aku', 'tolong', 'dijawab', 'dong'];['kasusnya', 'kaya', 'tua', 'tolong']
1055;Negatif;@bonooyaa kasusnya sama kaya org tua aku. tolong dijawab dong @PLindungi;kasusnya sama kaya org tua aku tolong dijawab dong;['kasusnya', 'sama', 'kaya', 'org', 'tua', 'aku', 'tolong', 'dijawab', 'dong'];['kasusnya', 'kaya', 'tua', 'tolong']
1056;Negatif;@BNI maksih min uda konfirmasi. tapi uda terlanjur kecewa datang ke bank mau setor tunai di teller g bisa karena blm vaksin dan g ada app peduli lindungi. gapapa min. mau nabung ke bank lain aja;maksih min uda konfirmasi tapi uda terlanjur kecewa datang ke bank mau setor tunai di teller  bisa karena blm vaksin dan  ada app peduli lindungi gapapa min mau nabung ke bank lain aja;['maksih', 'min', 'uda', 'konfirmasi', 'tapi', 'uda', 'terlanjur', 'kecewa', 'datang', 'ke', 'bank', 'mau', 'setor', 'tunai', 'di', 'teller', 'bisa', 'karena', 'blm', 'vaksin', 'dan', 'ada', 'app', 'peduli', 'lindungi', 'gapapa', 'min', 'mau', 'nabung', 'ke', 'bank', 'lain', 'aja'];['maksih', 'uda', 'konfirmasi', 'uda', 'terlanjur', 'kecewa', 'bank', 'setor', 'tunai', 'teller', 'vaksin', 'app', 'peduli', 'lindungi', 'gapapa', 'nabung', 'bank']
1057;Negatif;@bertanyarl tp klo scan mah gapake app peduli lindungi gpp, bisa pake gojek;tp klo scan mah gapake app peduli lindungi gpp bisa pake gojek;['tp', 'klo', 'scan', 'mah', 'gapake', 'app', 'peduli', 'lindungi', 'gpp', 'bisa', 'pake', 'gojek'];['scan', 'gapake', 'app', 'peduli', 'lindungi', 'pake', 'gojek']
1058;Negatif;@bertanyarl hp si soalnya ini lemot trs saya orang nya emosian ga sabaran kemaren w ke mall buka peduli lindungi lama bngt anjð«ð­ð­ð­ð­;hp si soalnya ini lemot trs saya orang nya emosian ga sabaran kemaren  ke mall buka peduli lindungi lama bngt anj;['hp', 'si', 'soalnya', 'ini', 'lemot', 'trs', 'saya', 'orang', 'nya', 'emosian', 'ga', 'sabaran', 'kemaren', 'ke', 'mall', 'buka', 'peduli', 'lindungi', 'lama', 'bngt', 'anj'];['hp', 'lemot', 'trs', 'emosian', 'sabaran', 'kemaren', 'mall', 'buka', 'peduli', 'lindungi', 'bngt', 'anj']
1059;Negatif;@bertanyarl Eh sama aku juga gt, @PLindungi ini gimana min?;eh sama aku juga gt ini gimana min;['eh', 'sama', 'aku', 'juga', 'gt', 'ini', 'gimana', 'min'];[]
1060;Negatif;@bertanyarl 1. kolor laki gue ditempat makan hamster (dibawa sama kucing gue kayany) 2. kucing gue tidur sembarangan  3. foto scan peduli lindungi (bener2 gatau ngapain gua foto) 4. ponakan gue makan kerupuk kakinya lucu bgt ð­  https://t.co/sGu4lJ2jpx;kolor laki gue ditempat makan hamster dibawa sama kucing gue kayany kucing gue tidur sembarangan foto scan peduli lindungi bener gatau ngapain gua foto ponakan gue makan kerupuk kakinya lucu bgt;['kolor', 'laki', 'gue', 'ditempat', 'makan', 'hamster', 'dibawa', 'sama', 'kucing', 'gue', 'kayany', 'kucing', 'gue', 'tidur', 'sembarangan', 'foto', 'scan', 'peduli', 'lindungi', 'bener', 'gatau', 'ngapain', 'gua', 'foto', 'ponakan', 'gue', 'makan', 'kerupuk', 'kakinya', 'lucu', 'bgt'];['kolor', 'laki', 'gue', 'ditempat', 'makan', 'hamster', 'dibawa', 'kucing', 'gue', 'kayany', 'kucing', 'gue', 'tidur', 'sembarangan', 'foto', 'scan', 'peduli', 'lindungi', 'bener', 'gatau', 'ngapain', 'gua', 'foto', 'ponakan', 'gue', 'makan', 'kerupuk', 'kakinya', 'lucu']
1061;Negatif;@bashaank @PLindungi kak, gmn status di aplikasi sekarang? saya kebetulan punya kendala yang sama. mohon info ya kak. terima kasih ???;kak gmn status di aplikasi sekarang saya kebetulan punya kendala yang sama mohon info ya kak terima kasih;['kak', 'gmn', 'status', 'di', 'aplikasi', 'sekarang', 'saya', 'kebetulan', 'punya', 'kendala', 'yang', 'sama', 'mohon', 'info', 'ya', 'kak', 'terima', 'kasih'];['status', 'aplikasi', 'kendala', 'info', 'terima', 'kasih']
1062;Negatif;@bashaank @PLindungi Kak berapa lama status di peduli lindunginy berubah dr hitam menjadi kembali hijau? Krna sy jg mengalami pengalaman serupa dan merasa sangat terganggu;kak berapa lama status di peduli lindunginy berubah dr hitam menjadi kembali hijau krna sy jg mengalami pengalaman serupa dan merasa sangat terganggu;['kak', 'berapa', 'lama', 'status', 'di', 'peduli', 'lindunginy', 'berubah', 'dr', 'hitam', 'menjadi', 'kembali', 'hijau', 'krna', 'sy', 'jg', 'mengalami', 'pengalaman', 'serupa', 'dan', 'merasa', 'sangat', 'terganggu'];['status', 'peduli', 'lindunginy', 'berubah', 'hitam', 'hijau', 'krna', 'mengalami', 'pengalaman', 'terganggu']
1063;Negatif;@bamnkchat @PLindungi Gimana nichhh tindak lanjutnya @PLindungi;gimana nichhh tindak lanjutnya;['gimana', 'nichhh', 'tindak', 'lanjutnya'];['nichhh', 'tindak']
1064;Negatif;@badluckiren @PLindungi hai maaf sebelumnya, aku juga kaya gitu, gabisa masuk dan app nya berhenti sendiri:( kamu udah bisa masuk app nya belum? makasih sebelumnyaa;hai maaf sebelumnya aku juga kaya gitu gabisa masuk dan app nya berhenti sendiri kamu udah bisa masuk app nya belum makasih sebelumnyaa;['hai', 'maaf', 'sebelumnya', 'aku', 'juga', 'kaya', 'gitu', 'gabisa', 'masuk', 'dan', 'app', 'nya', 'berhenti', 'sendiri', 'kamu', 'udah', 'bisa', 'masuk', 'app', 'nya', 'belum', 'makasih', 'sebelumnyaa'];['maaf', 'kaya', 'gabisa', 'app', 'berhenti', 'app', 'makasih', 'sebelumnyaa']
1065;Negatif;@b3bigod @PLindungi Aku udah masuk tapi ko tanggal lahir salah gimna ya.;aku udah masuk tapi ko tanggal lahir salah gimna ya;['aku', 'udah', 'masuk', 'tapi', 'ko', 'tanggal', 'lahir', 'salah', 'gimna', 'ya'];['ko', 'tanggal', 'lahir', 'salah', 'gimna']
1066;Negatif;@awluddin_ @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Punya gua malah ga muncul ya? Gmn ya biar muncul?;cipeng punya gua malah ga muncul ya gmn ya biar muncul;['cipeng', 'punya', 'gua', 'malah', 'ga', 'muncul', 'ya', 'gmn', 'ya', 'biar', 'muncul'];['cipeng', 'gua', 'muncul', 'muncul']
1067;Negatif;@aurrzh @ayuyuyuwi Bah belom kenal pedulilindungi ni;bah belom kenal pedulilindungi ni;['bah', 'belom', 'kenal', 'pedulilindungi', 'ni'];['belom', 'kenal', 'pedulilindungi']
1068;Negatif;@audududurian @Box2BoxBola @PLindungi @BPJSKesehatanRI @BPJSTKinfo @kemkominfo Ngawur . . . meguwayer sadja ????;ngawur meguwayer sadja;['ngawur', 'meguwayer', 'sadja'];['ngawur', 'meguwayer', 'sadja']
1069;Negatif;@Askrlfess Baru 2 hari lalu naik kereta dan ga perlu peduli lindungi bahkan ga diliat soal sertifikat vaksin nder;baru hari lalu naik kereta dan ga perlu peduli lindungi bahkan ga diliat soal sertifikat vaksin nder;['baru', 'hari', 'lalu', 'naik', 'kereta', 'dan', 'ga', 'perlu', 'peduli', 'lindungi', 'bahkan', 'ga', 'diliat', 'soal', 'sertifikat', 'vaksin', 'nder'];['kereta', 'peduli', 'lindungi', 'diliat', 'sertifikat', 'vaksin']
1070;Negatif;@arshann heah. hm ga tau lagi kalo ini. harus komplain via email yang slow response. atau ga komplain via twitter ya @PLindungi @pedulilindungi;heah hm ga tau lagi kalo ini harus komplain via email yang slow response atau ga komplain via twitter ya;['heah', 'hm', 'ga', 'tau', 'lagi', 'kalo', 'ini', 'harus', 'komplain', 'via', 'email', 'yang', 'slow', 'response', 'atau', 'ga', 'komplain', 'via', 'twitter', 'ya'];['heah', 'hm', 'komplain', 'via', 'email', 'slow', 'response', 'komplain', 'via', 'twitter']
1071;Negatif;@arshann @PLindungi @pedulilindungi yah :(;yah;['yah'];[]
1072;Negatif;@arizarjiwi02 @geloraco Mall udah dibuka Ke tanah abang, udah ngak pake peduli lindungi Siapa aja boleh masuk  Tapi sekolah belum dibuka 100% Gila ajah nih negara;mall udah dibuka ke tanah abang udah ngak pake peduli lindungi siapa aja boleh masuk tapi sekolah belum dibuka gila ajah nih negara;['mall', 'udah', 'dibuka', 'ke', 'tanah', 'abang', 'udah', 'ngak', 'pake', 'peduli', 'lindungi', 'siapa', 'aja', 'boleh', 'masuk', 'tapi', 'sekolah', 'belum', 'dibuka', 'gila', 'ajah', 'nih', 'negara'];['mall', 'dibuka', 'tanah', 'abang', 'pake', 'peduli', 'lindungi', 'sekolah', 'dibuka', 'gila', 'ajah', 'negara']
1073;Negatif;@ariesM_ @PLindungi Waktu itu saya cek in gagal karena GPS ga akurat pak, kalo ga salah juga ada di pengaturan suruh regis lengkap gitu;waktu itu saya cek in gagal karena gps ga akurat pak kalo ga salah juga ada di pengaturan suruh regis lengkap gitu;['waktu', 'itu', 'saya', 'cek', 'in', 'gagal', 'karena', 'gps', 'ga', 'akurat', 'pak', 'kalo', 'ga', 'salah', 'juga', 'ada', 'di', 'pengaturan', 'suruh', 'regis', 'lengkap', 'gitu'];['cek', 'gagal', 'gps', 'akurat', 'salah', 'pengaturan', 'suruh', 'regis', 'lengkap']
1074;Negatif;@ariesM_ @PLindungi Bukan disitu pak, bentar;bukan disitu pak bentar;['bukan', 'disitu', 'pak', 'bentar'];['disitu', 'bentar']
1075;Negatif;@ariesM_ @lah_jadah @PLindungi Ko bisa? Aku kalau allow while using app gagal terus, harus always allow;jadah ko bisa aku kalau allow while using app gagal terus harus always allow;['jadah', 'ko', 'bisa', 'aku', 'kalau', 'allow', 'while', 'using', 'app', 'gagal', 'terus', 'harus', 'always', 'allow'];['jadah', 'ko', 'allow', 'while', 'using', 'app', 'gagal', 'allow']
1076;Negatif;@ariesM_ @lah_jadah @PLindungi Di hape ku juga ada menunya sih, tapi kalau set while in use, dianggap gak dikasih izin walau udah dibuka app nya.;jadah di hape ku juga ada menunya sih tapi kalau set while in use dianggap gak dikasih izin walau udah dibuka app nya;['jadah', 'di', 'hape', 'ku', 'juga', 'ada', 'menunya', 'sih', 'tapi', 'kalau', 'set', 'while', 'in', 'use', 'dianggap', 'gak', 'dikasih', 'izin', 'walau', 'udah', 'dibuka', 'app', 'nya'];['jadah', 'hape', 'ku', 'menunya', 'set', 'while', 'use', 'dianggap', 'dikasih', 'izin', 'dibuka', 'app']
1077;Negatif;@aqulukman @PLindungi Bae moal nya;bae moal nya;['bae', 'moal', 'nya'];['bae', 'moal']
1078;Negatif;@aqulukman @PLindungi Angger om teu muncul barusan dibuka :(;angger om teu muncul barusan dibuka;['angger', 'om', 'teu', 'muncul', 'barusan', 'dibuka'];['angger', 'teu', 'muncul', 'barusan', 'dibuka']
1079;Negatif;@aphrodinamite Gue kmren scan dri peduli lindungi, padahal ada kartu nya sih cuma ak kmren scanð©;gue kmren scan dri peduli lindungi padahal ada kartu nya sih cuma ak kmren scan;['gue', 'kmren', 'scan', 'dri', 'peduli', 'lindungi', 'padahal', 'ada', 'kartu', 'nya', 'sih', 'cuma', 'ak', 'kmren', 'scan'];['gue', 'kmren', 'scan', 'dri', 'peduli', 'lindungi', 'kartu', 'ak', 'kmren', 'scan']
1080;Negatif;@antikritik76 Saya kerja di Destinasi Wisata plus tugas sebagai pengecek protap (vaksin), soal Vaksin masih banyak celah, baik Peduli lindungi atau Kartu vaksin... paham kan orangÂ² Indonesia ki pinter nak suruh urigÂ²an biar dpat masuk di suatu tempat...;saya kerja di destinasi wisata plus tugas sebagai pengecek protap vaksin soal vaksin masih banyak celah baik peduli lindungi atau kartu vaksin paham kan orang indonesia ki pinter nak suruh urigan biar dpat masuk di suatu tempat;['saya', 'kerja', 'di', 'destinasi', 'wisata', 'plus', 'tugas', 'sebagai', 'pengecek', 'protap', 'vaksin', 'soal', 'vaksin', 'masih', 'banyak', 'celah', 'baik', 'peduli', 'lindungi', 'atau', 'kartu', 'vaksin', 'paham', 'kan', 'orang', 'indonesia', 'ki', 'pinter', 'nak', 'suruh', 'urigan', 'biar', 'dpat', 'masuk', 'di', 'suatu', 'tempat'];['destinasi', 'wisata', 'plus', 'tugas', 'pengecek', 'protap', 'vaksin', 'vaksin', 'celah', 'peduli', 'lindungi', 'kartu', 'vaksin', 'paham', 'indonesia', 'pinter', 'nak', 'suruh', 'urigan', 'dpat']
1081;Negatif;@anissajuliyana @PLindungi Sampai skrg sertif dosis 1 nya ga ada perubahan kak di apknya. Kmrn pas dosis 2 sempet ribet ngejelasin ke panitia jg karena dosis 1 nya salah itu. Setelah sertif 2 keluar, aku tanya panitia katanya kemungkinan ga berubah kak â;sampai skrg sertif dosis nya ga ada perubahan kak di apknya kmrn pas dosis sempet ribet ngejelasin ke panitia jg karena dosis nya salah itu setelah sertif keluar aku tanya panitia katanya kemungkinan ga berubah kak;['sampai', 'skrg', 'sertif', 'dosis', 'nya', 'ga', 'ada', 'perubahan', 'kak', 'di', 'apknya', 'kmrn', 'pas', 'dosis', 'sempet', 'ribet', 'ngejelasin', 'ke', 'panitia', 'jg', 'karena', 'dosis', 'nya', 'salah', 'itu', 'setelah', 'sertif', 'keluar', 'aku', 'tanya', 'panitia', 'katanya', 'kemungkinan', 'ga', 'berubah', 'kak'];['sertif', 'dosis', 'perubahan', 'apknya', 'kmrn', 'pas', 'dosis', 'sempet', 'ribet', 'ngejelasin', 'panitia', 'dosis', 'salah', 'sertif', 'panitia', 'berubah']
1082;Negatif;@anissajuliyana @PLindungi Di aplikasi skrg dosis pertamanya udah berubah belum kaak?;di aplikasi skrg dosis pertamanya udah berubah belum kaak;['di', 'aplikasi', 'skrg', 'dosis', 'pertamanya', 'udah', 'berubah', 'belum', 'kaak'];['aplikasi', 'dosis', 'pertamanya', 'berubah', 'kaak']
1083;Negatif;@anissajuliyana @PLindungi Akupun bingung kalo misal umroh gt takut jadi masalah. Mereka cuma jawab katanya cuma lampirin sertif dosis 2 aja cukup, tapi aku ga yakin. Katanya coba lapor ke 119 kak, aku jg mau cobain sih.;akupun bingung kalo misal umroh gt takut jadi masalah mereka cuma jawab katanya cuma lampirin sertif dosis aja cukup tapi aku ga yakin katanya coba lapor ke kak aku jg mau cobain sih;['akupun', 'bingung', 'kalo', 'misal', 'umroh', 'gt', 'takut', 'jadi', 'masalah', 'mereka', 'cuma', 'jawab', 'katanya', 'cuma', 'lampirin', 'sertif', 'dosis', 'aja', 'cukup', 'tapi', 'aku', 'ga', 'yakin', 'katanya', 'coba', 'lapor', 'ke', 'kak', 'aku', 'jg', 'mau', 'cobain', 'sih'];['akupun', 'bingung', 'umroh', 'takut', 'lampirin', 'sertif', 'dosis', 'coba', 'lapor', 'cobain']
1084;Negatif;@angkasapura172 halo min sertifikat vaksin bapakku tidak keluar di aplikasi peduli lindungi sdh telpon dan kirim email ke peduli lindungi jga tdk ada respon, adanya di web  https://t.co/PETOJOjLSu, boleh tidak utk bukti vaksin lewat web? atau harus di apl;halo min sertifikat vaksin bapakku tidak keluar di aplikasi peduli lindungi sdh telpon dan kirim email ke peduli lindungi jga tdk ada respon adanya di web boleh tidak utk bukti vaksin lewat web atau harus di apl;['halo', 'min', 'sertifikat', 'vaksin', 'bapakku', 'tidak', 'keluar', 'di', 'aplikasi', 'peduli', 'lindungi', 'sdh', 'telpon', 'dan', 'kirim', 'email', 'ke', 'peduli', 'lindungi', 'jga', 'tdk', 'ada', 'respon', 'adanya', 'di', 'web', 'boleh', 'tidak', 'utk', 'bukti', 'vaksin', 'lewat', 'web', 'atau', 'harus', 'di', 'apl'];['sertifikat', 'vaksin', 'bapakku', 'aplikasi', 'peduli', 'lindungi', 'telpon', 'kirim', 'email', 'peduli', 'lindungi', 'jga', 'respon', 'web', 'bukti', 'vaksin', 'web', 'apl']
1085;Negatif;@AngkasaPura_2 @PLindungi @KemenkesRI  saya sudah di vaksin dosis 1 sinovac di Thailand tapi kenapa tidak bisa terverifikasi oleh peduli lindungi. Apakah nanti bisa di verifikasi di bandara? Saya rencana akan pulang ke Indonesia minggu depan;saya sudah di vaksin dosis sinovac di thailand tapi kenapa tidak bisa terverifikasi oleh peduli lindungi apakah nanti bisa di verifikasi di bandara saya rencana akan pulang ke indonesia minggu depan;['saya', 'sudah', 'di', 'vaksin', 'dosis', 'sinovac', 'di', 'thailand', 'tapi', 'kenapa', 'tidak', 'bisa', 'terverifikasi', 'oleh', 'peduli', 'lindungi', 'apakah', 'nanti', 'bisa', 'di', 'verifikasi', 'di', 'bandara', 'saya', 'rencana', 'akan', 'pulang', 'ke', 'indonesia', 'minggu', 'depan'];['vaksin', 'dosis', 'sinovac', 'thailand', 'terverifikasi', 'peduli', 'lindungi', 'verifikasi', 'bandara', 'rencana', 'pulang', 'indonesia', 'minggu']
1086;Negatif;@AnesAfri @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Lah ini samaan.. gw vaksin ke 2 tgl 22 sept sampe skrg kagak dapet sertifikat vaksin, cek di @pedulilindungi juga cm ada keterangan udah vaksin 1 tp mau buka sertifikat vaksinnya ka;cipeng lah ini samaan gw vaksin ke tgl sept sampe skrg kagak dapet sertifikat vaksin cek di juga cm ada keterangan udah vaksin tp mau buka sertifikat vaksinnya ka;['cipeng', 'lah', 'ini', 'samaan', 'gw', 'vaksin', 'ke', 'tgl', 'sept', 'sampe', 'skrg', 'kagak', 'dapet', 'sertifikat', 'vaksin', 'cek', 'di', 'juga', 'cm', 'ada', 'keterangan', 'udah', 'vaksin', 'tp', 'mau', 'buka', 'sertifikat', 'vaksinnya', 'ka'];['cipeng', 'samaan', 'vaksin', 'tgl', 'sept', 'sampe', 'dapet', 'sertifikat', 'vaksin', 'cek', 'keterangan', 'vaksin', 'buka', 'sertifikat', 'vaksinnya']
1087;Negatif;@AnesAfri @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Kyny ini mah petugasnya lupa input ka. ????;cipeng kyny ini mah petugasnya lupa input ka;['cipeng', 'kyny', 'ini', 'mah', 'petugasnya', 'lupa', 'input', 'ka'];['cipeng', 'kyny', 'petugasnya', 'lupa', 'input']
1088;Negatif;@andhikamppp @tirta_cipeng @PLindungi @KemenkesRI @KawalCOVID19 Wkwkwkwk, gua yang udah vaksin ke2 udah 1 bulan lalu malah sertifikat nya gak keluar.;cipeng wkwkwkwk gua yang udah vaksin ke udah bulan lalu malah sertifikat nya gak keluar;['cipeng', 'wkwkwkwk', 'gua', 'yang', 'udah', 'vaksin', 'ke', 'udah', 'bulan', 'lalu', 'malah', 'sertifikat', 'nya', 'gak', 'keluar'];['cipeng', 'wkwkwkwk', 'gua', 'vaksin', 'sertifikat']
1089;Negatif;@andhikamppp @tirta_cipeng @PLindungi @KemenkesRI @KawalCOVID19 Beruntung apa malah buntung ini Pak??;cipeng beruntung apa malah buntung ini pak;['cipeng', 'beruntung', 'apa', 'malah', 'buntung', 'ini', 'pak'];['cipeng', 'beruntung', 'buntung']
1090;Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 biasanya suka ada orang yang salah waktu penulisan nik pas mau daftar vaksin.;biasanya suka ada orang yang salah waktu penulisan nik pas mau daftar vaksin;['biasanya', 'suka', 'ada', 'orang', 'yang', 'salah', 'waktu', 'penulisan', 'nik', 'pas', 'mau', 'daftar', 'vaksin'];['suka', 'salah', 'penulisan', 'nik', 'pas', 'daftar', 'vaksin']
1091;Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Udh ada ko yg nawar nawarin tanpa vaksin tpi bisa muncul di peduli lindungi.;cipeng udh ada ko yg nawar nawarin tanpa vaksin tpi bisa muncul di peduli lindungi;['cipeng', 'udh', 'ada', 'ko', 'yg', 'nawar', 'nawarin', 'tanpa', 'vaksin', 'tpi', 'bisa', 'muncul', 'di', 'peduli', 'lindungi'];['cipeng', 'udh', 'ko', 'nawar', 'nawarin', 'vaksin', 'tpi', 'muncul', 'peduli', 'lindungi']
1092;Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Sudah pasti human error, salah entri nomor NIK. Salah 1 angka saja sudah nik org lain yg terasa entri. Apalagi kalo udah massal, repot ga diteliti lagi itu;cipeng sudah pasti human error salah entri nomor nik salah angka saja sudah nik org lain yg terasa entri apalagi kalo udah massal repot ga diteliti lagi itu;['cipeng', 'sudah', 'pasti', 'human', 'error', 'salah', 'entri', 'nomor', 'nik', 'salah', 'angka', 'saja', 'sudah', 'nik', 'org', 'lain', 'yg', 'terasa', 'entri', 'apalagi', 'kalo', 'udah', 'massal', 'repot', 'ga', 'diteliti', 'lagi', 'itu'];['cipeng', 'human', 'error', 'salah', 'entri', 'nomor', 'nik', 'salah', 'angka', 'nik', 'entri', 'massal', 'repot', 'diteliti']
1093;Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng saya juga dapet ginian ????  https://t.co/xP2akQmzoQ;cipeng saya juga dapet ginian;['cipeng', 'saya', 'juga', 'dapet', 'ginian'];['cipeng', 'dapet', 'ginian']
1094;Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Sama petugas vaksin di lapangan diminta ke kecamatan. Sampe kecamatan tutup, krna itu hari Sabtu.  Baru bisa ke kecamatan hari Selasa, diinfo harus telpon 119.  Hari Rabu telpon 119, diminta ;cipeng sama petugas vaksin di lapangan diminta ke kecamatan sampe kecamatan tutup krna itu hari sabtu baru bisa ke kecamatan hari selasa diinfo harus telpon hari rabu telpon diminta;['cipeng', 'sama', 'petugas', 'vaksin', 'di', 'lapangan', 'diminta', 'ke', 'kecamatan', 'sampe', 'kecamatan', 'tutup', 'krna', 'itu', 'hari', 'sabtu', 'baru', 'bisa', 'ke', 'kecamatan', 'hari', 'selasa', 'diinfo', 'harus', 'telpon', 'hari', 'rabu', 'telpon', 'diminta'];['cipeng', 'petugas', 'vaksin', 'lapangan', 'kecamatan', 'sampe', 'kecamatan', 'tutup', 'krna', 'sabtu', 'kecamatan', 'selasa', 'diinfo', 'telpon', 'rabu', 'telpon']
1095;Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Petugas Pcare nya salah input nik ini kayanya;cipeng petugas pcare nya salah input nik ini kayanya;['cipeng', 'petugas', 'pcare', 'nya', 'salah', 'input', 'nik', 'ini', 'kayanya'];['cipeng', 'petugas', 'pcare', 'salah', 'input', 'nik', 'kayanya']
1096;Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Pantes 50%;cipeng pantes;['cipeng', 'pantes'];['cipeng', 'pantes']
1097;Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Lahh ini kasusnya sama kyak tmn saya. KTPnya nomernya sama kyak KTP orang lain. Karena tulisan dikartu vaksinnya no KTP sama dengan nomer KTP orang. Kan gak beres ini...;cipeng lahh ini kasusnya sama kyak tmn saya ktpnya nomernya sama kyak ktp orang lain karena tulisan dikartu vaksinnya no ktp sama dengan nomer ktp orang kan gak beres ini;['cipeng', 'lahh', 'ini', 'kasusnya', 'sama', 'kyak', 'tmn', 'saya', 'ktpnya', 'nomernya', 'sama', 'kyak', 'ktp', 'orang', 'lain', 'karena', 'tulisan', 'dikartu', 'vaksinnya', 'no', 'ktp', 'sama', 'dengan', 'nomer', 'ktp', 'orang', 'kan', 'gak', 'beres', 'ini'];['cipeng', 'kasusnya', 'kyak', 'tmn', 'ktpnya', 'nomernya', 'kyak', 'ktp', 'tulisan', 'dikartu', 'vaksinnya', 'ktp', 'nomer', 'ktp', 'beres']
1098;Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Lah gw udah vaksin ke 2 dr tgl 23 september sampe nihari belum dpt sertifikat vaksin ke 2;cipeng lah gw udah vaksin ke dr tgl september sampe nihari belum dpt sertifikat vaksin ke;['cipeng', 'lah', 'gw', 'udah', 'vaksin', 'ke', 'dr', 'tgl', 'september', 'sampe', 'nihari', 'belum', 'dpt', 'sertifikat', 'vaksin', 'ke'];['cipeng', 'vaksin', 'tgl', 'september', 'sampe', 'nihari', 'sertifikat', 'vaksin']
1099;Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Kejadian sama dialami?? dan tdk ada solusi..;cipeng kejadian sama dialami dan tdk ada solusi;['cipeng', 'kejadian', 'sama', 'dialami', 'dan', 'tdk', 'ada', 'solusi'];['cipeng', 'kejadian', 'dialami', 'solusi']
